City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,baikunthpur,23.25,82.55,22.48,31,35,1.84,IN,1708310723
84,cabo san lucas,22.8909,-109.9124,24.17,35,0,2.06,MX,1708310434
85,lata,40.1629,-8.3327,12.82,89,35,1.34,PT,1708310724
86,vitebsk,55.1905,30.2033,-7.91,98,70,0.53,BY,1708310726
87,yunyang,33.4474,112.7142,7.91,41,100,8.86,CN,1708310727
88,olonkinbyen,70.9221,-8.7187,0.11,96,98,4.36,SJ,1708310727
89,schwarmstedt,52.68,9.6254,8.5,100,100,8.19,DE,1708310728
90,tommot,58.9564,126.2925,-26.96,85,100,4.73,RU,1708310729
91,saint-francois,46.4154,3.9054,9.12,94,100,1.54,FR,1708310729
92,al wafrah,28.6392,47.9306,13.0,48,0,3.71,KW,1708310730
93,langzhong,31.5504,105.9938,10.45,42,100,3.86,CN,1708310731
94,san patricio,28.017,-97.5169,10.5,54,0,2.07,US,1708310731
95,ushuaia,-54.8,-68.3,8.81,61,40,4.63,AR,1708310521
96,salinas,36.6777,-121.6555,17.45,86,75,9.77,US,1708310637
97,saint-louis,16.3333,-15.0,26.39,12,1,5.18,SN,1708310733
98,garbahaarrey,3.3289,42.2209,25.58,71,74,3.52,SO,1708310733
99,sukhoy log,56.9094,62.0296,-15.45,77,2,4.1,RU,1708310734
100,wailua homesteads,22.0669,-159.378,25.24,55,20,9.26,US,1708310734
101,abepura,-2.6333,140.5833,29.45,70,20,1.54,ID,1708310736
102,susuman,62.7833,148.1667,-29.45,87,100,1.34,RU,1708310736
103,cockburn town,21.4612,-71.1419,26.01,84,1,8.68,TC,1708310737
104,kalevala,65.2,31.1667,-15.51,94,55,2.68,RU,1708310738
105,lebu,-37.6167,-73.65,13.85,87,0,7.65,CL,1708310738
106,yeppoon,-23.1333,150.7333,29.88,68,100,6.85,AU,1708310739
107,la sarre,48.8002,-79.1996,-17.45,89,100,4.58,CA,1708310739
108,krivosheino,57.3431,83.9261,-30.8,100,61,0.73,RU,1708310740
109,qaqortoq,60.7167,-46.0333,-3.68,77,100,3.21,GL,1708310740
110,san rafael del yuma,18.4299,-68.6739,25.11,89,1,3.17,DO,1708310741
111,tamanrasset,22.785,5.5228,9.95,25,0,2.06,DZ,1708310742
112,happy valley-goose bay,53.3168,-60.3315,-11.83,85,100,4.12,CA,1708310742
113,punta arenas,-53.15,-70.9167,12.06,76,20,3.09,CL,1708310556
114,vila franca do campo,37.7167,-25.4333,18.27,99,100,2.95,PT,1708310743
115,hobyo,5.3505,48.5268,25.32,68,64,6.99,SO,1708310744
116,monrovia,6.3005,-10.7969,27.26,87,100,2.43,LR,1708310669
117,oranjemund,-28.55,16.4333,15.74,93,0,1.11,NA,1708310745
118,isola di capo rizzuto,38.96,17.0933,12.88,66,84,1.59,IT,1708310745
119,ilulissat,69.2167,-51.1,-9.99,92,75,2.57,GL,1708310746
120,santa ana,33.7456,-117.8678,17.34,74,75,2.57,US,1708310746
121,kapa'a,22.0752,-159.319,25.99,55,20,9.26,US,1708310747
122,laguna,38.421,-121.4238,17.41,66,75,8.75,US,1708310747
123,pullman,46.7313,-117.1796,4.13,94,100,5.14,US,1708310599
124,college,64.8569,-147.8028,-8.29,64,75,0.0,US,1708310748
125,west island,-12.1568,96.8225,29.99,66,15,3.6,CC,1708310749
126,kone,-21.0595,164.8658,29.5,60,37,3.69,NC,1708310749
127,kailua-kona,19.6406,-155.9956,27.98,69,20,9.26,US,1708310750
128,itoman,26.1247,127.6694,26.21,78,20,6.69,JP,1708310751
129,udachny,66.4167,112.4,-17.96,94,100,7.15,RU,1708310752
130,shubarshi,48.5872,57.1869,-17.84,79,1,3.6,KZ,1708310752
131,la gi,10.6667,107.7833,29.26,60,2,6.16,VN,1708310753
132,port mathurin,-19.6833,63.4167,26.53,69,54,5.81,MU,1708310753
133,nieves,15.3274,120.9485,28.73,42,80,4.64,PH,1708310754
134,prince george,53.9166,-122.753,-2.64,77,100,0.0,CA,1708310754
135,alice springs,-23.7,133.8833,35.75,30,40,6.17,AU,1708310728
136,pandan,14.0453,124.1694,28.02,67,26,5.06,PH,1708310755
137,kurmuk,10.55,34.2833,24.09,28,97,2.27,SD,1708310756
138,mariental,-24.6333,17.9667,25.03,40,5,2.46,NA,1708310757
139,ranong,9.9658,98.6348,29.96,64,95,2.12,TH,1708310757
140,fuglafjordur,62.244,-6.814,7.26,95,100,4.79,FO,1708310758
141,flying fish cove,-10.4217,105.6791,28.82,69,9,3.09,CX,1708310758
142,phan rang-thap cham,11.5667,108.9833,30.27,54,0,2.75,VN,1708310759
143,hadibu,12.65,54.0333,23.0,64,6,3.26,YE,1708310759
144,patong,7.8961,98.2966,30.08,70,21,3.7,TH,1708310760
145,khanty-mansiysk,61.0042,69.0019,-18.83,65,0,4.02,RU,1708310541
146,san antonio de pale,-1.4014,5.6325,28.49,77,84,1.87,GQ,1708310761
147,tofol,5.3248,163.0078,28.88,79,75,5.14,FM,1708310761
148,paka,4.6374,103.4368,26.96,89,40,0.0,MY,1708310762
149,fort bragg,35.139,-79.006,6.01,53,0,2.57,US,1708310763
150,sechura,-5.5569,-80.8222,27.25,72,95,5.17,PE,1708310746
151,sao joao da barra,-21.6403,-41.0511,23.82,91,100,3.06,BR,1708310764
152,carutapera,-1.195,-46.02,25.32,93,89,4.01,BR,1708310762
153,namibe,-15.1961,12.1522,26.39,76,100,2.88,AO,1708310765
154,beau vallon,-20.4189,57.6953,26.23,73,40,3.6,MU,1708310765
155,st. john's,47.5649,-52.7093,-5.12,88,75,13.38,CA,1708310766
156,labrador city,52.9463,-66.9114,-21.05,65,75,2.57,CA,1708310766
157,atafu village,-8.5421,-172.5159,28.86,80,90,5.86,TK,1708310767
158,magadan,59.5667,150.8,-19.71,63,100,1.49,RU,1708310768
159,arraial do cabo,-22.9661,-42.0278,24.73,87,92,3.17,BR,1708310613
160,kavaratti,10.5669,72.642,27.93,74,91,3.12,IN,1708310769
161,napili-honokowai,20.9708,-156.6705,23.64,68,4,9.49,US,1708310770
162,novodvinsk,64.4165,40.8122,-6.14,94,98,3.23,RU,1708310770
163,papatowai,-46.5619,169.4708,12.78,72,15,10.53,NZ,1708310771
164,mlyniv,50.509,25.6168,-0.47,76,94,2.5,UA,1708310771
165,hell-ville,-13.4,48.2667,27.94,76,100,4.67,MG,1708310772
166,port elizabeth,-33.918,25.5701,20.17,90,0,4.63,ZA,1708310772
167,kodinsk,58.6881,99.1844,-29.87,98,86,1.35,RU,1708310773
168,mount pearl,47.5166,-52.7813,-5.58,89,75,13.38,CA,1708310774
169,utrik,11.2278,169.8474,26.7,81,100,4.41,MH,1708310774
170,enewetak,11.3474,162.3373,26.44,72,97,6.61,MH,1708310775
171,chokwe,-24.5333,32.9833,22.55,98,83,2.98,MZ,1708310775
172,nabire,-3.3667,135.4833,27.11,78,100,0.87,ID,1708310776
173,i-n-salah,27.1935,2.4607,17.34,27,9,9.94,DZ,1708310777
174,jamestown,42.097,-79.2353,-0.23,73,99,5.36,US,1708310521
175,suva,-18.1416,178.4415,26.71,94,100,4.63,FJ,1708310681
176,santo antonio do ica,-3.1022,-67.9397,24.31,98,90,1.25,BR,1708310779
177,xinyuan,37.3,99.0,-2.24,35,77,2.32,CN,1708310779
178,axim,4.8699,-2.2405,26.85,89,79,2.57,GH,1708310780
179,yemva,62.59,50.8594,-13.24,96,97,2.59,RU,1708310781
180,kirakira,-10.4544,161.9205,29.58,79,38,3.72,SB,1708310781
181,tual,-5.6667,132.75,28.19,78,91,3.5,ID,1708310782
182,peace river,56.2501,-117.286,-7.83,62,20,2.57,CA,1708310783
183,muynoq,43.7683,59.0214,-2.53,58,100,6.47,UZ,1708310783
184,askoy,60.4092,5.226,4.16,100,75,5.66,NO,1708310784
185,port lincoln,-34.7333,135.8667,24.56,54,95,4.33,AU,1708310751
186,mejit,10.2753,170.8646,27.15,80,91,5.34,MH,1708310785
187,yilan,24.757,121.753,29.92,59,36,2.52,TW,1708310786
188,ussel,45.55,2.3167,6.05,96,100,1.19,FR,1708310786
189,baishishan,43.5833,127.5667,-8.04,81,100,3.82,CN,1708310787
190,aykhal,66.0,111.5,-20.07,96,100,5.92,RU,1708310787
191,bosansko grahovo,44.1794,16.3639,3.74,79,13,1.17,BA,1708310788
192,severo-yeniseyskiy,60.3725,93.0408,-31.09,97,74,1.33,RU,1708310788
193,punaauia,-17.6333,-149.6,30.8,70,75,4.12,PF,1708310789
194,la passe,45.5549,-0.8967,12.13,85,100,3.77,FR,1708310789
195,gizo,-8.103,156.8419,29.51,72,31,4.92,SB,1708310790
196,onega,63.9061,38.1404,-12.43,95,62,3.07,RU,1708310791
197,anadyr,64.75,177.4833,-10.72,78,20,19.0,RU,1708310791
198,taro,-8.3862,115.28,27.0,61,59,0.32,ID,1708310792
199,marsh harbour,26.5412,-77.0636,23.77,85,100,13.38,BS,1708310792
200,fort st. john,56.2499,-120.8529,-2.06,46,20,1.54,CA,1708310793
201,sur,22.5667,59.5289,23.88,63,23,1.14,OM,1708310794
202,nicoya,10.1483,-85.452,27.88,77,91,1.45,CR,1708310556
203,karratha,-20.7377,116.8463,41.42,18,2,4.9,AU,1708310795
204,saint-philippe,-21.3585,55.7679,24.77,82,97,6.34,RE,1708310795
205,codrington,-38.2667,141.9667,21.18,54,77,6.14,AU,1708310796
206,dudinka,69.4058,86.1778,-19.66,91,100,12.07,RU,1708310796
207,tolanaro,-25.0319,46.9987,24.04,88,20,4.12,MG,1708310797
208,katsuura,35.1333,140.3,17.1,69,91,9.76,JP,1708310797
209,knottsville,37.7717,-86.9042,0.97,80,0,2.31,US,1708310798
210,atbasar,51.8,68.3333,-35.59,100,94,2.24,KZ,1708310798
211,dakhla,23.6848,-15.958,23.12,38,0,9.81,EH,1708310799
212,kosk,37.8533,28.0517,2.71,87,2,1.03,TR,1708310799
213,el bolson,-41.9667,-71.5167,15.49,60,22,0.81,AR,1708310800
214,ed damer,17.5928,33.9592,16.76,31,43,6.51,SD,1708310801
215,tafuna,-14.3358,-170.72,30.97,84,100,2.57,AS,1708310802
216,villanueva de la serena,38.9766,-5.7974,7.96,83,27,0.81,ES,1708310802
217,fort-shevchenko,44.5086,50.263,-1.21,56,89,5.46,KZ,1708310803
218,shanwei,22.782,115.3475,22.79,79,100,2.2,CN,1708310803
219,puerto ayora,-0.7393,-90.3518,24.75,100,100,2.24,EC,1708310804
220,morehead city,34.7229,-76.726,7.0,66,0,2.06,US,1708310805
221,turkmenbasy,40.0222,52.9552,-8.57,79,0,3.09,TM,1708310806
222,panjakent,39.4952,67.6093,-4.01,90,100,2.18,TJ,1708310807
223,posto fiscal rolim de moura,-13.0833,-62.2667,25.93,87,99,1.49,BR,1708310807
224,luchegorsk,46.4764,134.2569,-7.93,93,100,4.68,RU,1708310808
225,la puebla de montalban,39.863,-4.3592,9.73,65,37,0.81,ES,1708310808
226,port alfred,-33.5906,26.891,21.33,87,15,6.76,ZA,1708310809
227,bardai,11.65,7.2333,19.91,16,75,3.8,NG,1708310810
228,nurota,40.5614,65.6886,-6.39,83,97,4.05,UZ,1708310810
229,lihue,21.9789,-159.3672,25.58,54,20,9.26,US,1708310811
230,skara,58.3866,13.4384,0.97,96,100,0.87,SE,1708310812
231,bloomfield,40.8068,-74.1854,4.02,56,0,3.6,US,1708310812
232,kingston,17.997,-76.7936,27.53,78,20,7.2,JM,1708310662
233,margate,51.3813,1.3862,8.72,86,6,1.34,GB,1708310776
234,balashov,51.5502,43.1667,-8.98,96,95,3.3,RU,1708310814
235,mokrous,51.2333,47.5167,-6.52,95,100,6.67,RU,1708310814
236,kupang,-10.1667,123.5833,31.32,84,75,6.17,ID,1708310815
237,vernon,50.2581,-119.2691,1.2,69,57,0.51,CA,1708310816
238,uturoa,-16.7333,-151.4333,28.4,77,100,4.64,PF,1708310816
239,tvoroyri,61.5556,-6.8111,8.12,91,100,8.8,FO,1708310817
240,lensk,60.7253,114.9278,-27.13,92,100,6.15,RU,1708310817
241,badger,64.8,-147.5333,-8.34,70,75,0.0,US,1708310818
242,port isabel,26.0734,-97.2086,9.47,71,0,2.57,US,1708310818
243,chui,-33.6971,-53.4616,22.09,95,73,4.17,UY,1708310819
244,dengzhou,37.8086,120.7508,-0.62,54,98,15.31,CN,1708310819
245,chiang klang,19.2938,100.8617,30.25,32,0,1.46,TH,1708310820
246,ghadamis,30.1337,9.5007,14.53,47,77,7.55,LY,1708310820
247,tshabong,-26.05,22.45,24.59,51,90,4.65,BW,1708310821
248,yetkul',54.8221,61.588,-18.54,87,5,4.02,RU,1708310821
249,gebeit,21.0667,36.3167,12.21,79,55,2.19,SD,1708310822
250,hami,42.8,93.45,-8.13,21,100,1.56,CN,1708310823
251,hotan,37.0997,79.9269,-3.4,60,100,0.37,CN,1708310823
252,omutinskiy,56.4745,67.6709,-22.56,94,11,4.37,RU,1708310824
253,tazacorte,28.629,-17.9293,21.54,33,100,5.14,ES,1708310824
254,bikenibeu village,1.3673,173.1241,31.98,70,40,4.63,KI,1708310825
255,oodweyne,9.4092,45.064,18.76,66,31,3.53,SO,1708310826
256,yanykurgan,43.915,67.2481,-5.83,32,100,4.72,KZ,1708310826
257,trogir,43.5125,16.2517,8.22,71,75,0.0,HR,1708310827
258,kindu,-2.95,25.95,21.8,99,100,2.07,CD,1708310827
259,tamandare,-8.7597,-35.1047,27.18,86,100,3.61,BR,1708310828
260,dokshytsy,54.8924,27.7689,-4.28,89,77,1.64,BY,1708310828
261,panacan,9.2463,118.4082,28.85,70,66,6.83,PH,1708310830
262,weno,7.4515,151.8468,30.97,62,40,6.17,FM,1708310830
263,nova sintra,14.8667,-24.7167,20.75,78,0,8.82,CV,1708310831
264,altdorf,49.3875,11.3572,8.22,92,100,7.29,DE,1708310831
265,barra de santo antonio,-9.4047,-35.5072,26.6,88,100,3.31,BR,1708310832
266,mombetsu,44.3525,143.3525,15.01,44,75,7.2,JP,1708310832
267,chernigovka,44.3389,132.5728,-4.21,93,100,5.53,RU,1708310833
268,constantia,44.1833,28.65,3.38,74,87,3.73,RO,1708310834
269,rio grande,-32.035,-52.0986,23.86,87,27,5.96,BR,1708310834
270,grand baie,-20.0182,57.5802,26.36,65,98,0.89,MU,1708310806
271,lompoc,34.6391,-120.4579,14.77,96,100,7.2,US,1708310835
272,tulum,20.2167,-87.4667,19.03,93,100,3.72,MX,1708310822
273,prachuap khiri khan,12.2167,99.75,29.83,46,95,2.42,TH,1708310836
274,freetown,8.484,-13.2299,26.01,86,50,1.71,SL,1708310837
275,afaahiti,-17.75,-149.2833,29.93,78,100,5.59,PF,1708310837
276,kijang,35.2442,129.2139,15.85,93,100,7.15,KR,1708310838
277,urumqi,43.801,87.6005,-24.47,77,20,1.0,CN,1708310839
278,sovetskaya gavan',48.9723,140.2878,-11.05,91,100,5.88,RU,1708310839
279,talcahuano,-36.7167,-73.1167,16.82,67,0,3.09,CL,1708310840
280,zinjibar,13.1287,45.3807,23.95,78,26,2.1,YE,1708310840
281,tralee,52.2704,-9.7026,9.92,89,100,5.53,IE,1708310842
282,dolgorukovo,52.3195,38.3453,-13.97,98,61,2.69,RU,1708310843
283,nar'yan-mar,67.6713,53.087,-8.89,94,100,5.66,RU,1708310843
284,dzhambeyty,50.2536,52.595,-12.34,83,100,5.22,KZ,1708310845
285,mayya,61.7333,130.2811,-36.38,93,100,2.22,RU,1708310845
286,neiafu,-18.65,-173.9833,29.38,65,75,5.66,TO,1708310846
287,rikaze,29.25,88.8833,1.63,42,31,1.62,CN,1708310846
288,midvagur,62.0511,-7.1939,7.46,100,100,7.2,FO,1708310847
289,mossel bay,-34.1831,22.146,15.96,88,30,3.74,ZA,1708310847
290,weihai,37.5017,122.1136,0.13,60,100,14.31,CN,1708310848
291,portage la prairie,49.9728,-98.2926,-10.62,65,7,1.37,CA,1708310848
292,yeniseysk,58.4497,92.1703,-35.8,100,81,0.37,RU,1708310848
293,east london,-33.0153,27.9116,20.24,91,29,4.31,ZA,1708310849
294,calama,-22.4667,-68.9333,19.27,37,0,5.14,CL,1708310617
295,urzhar,47.093,81.6294,-24.4,87,5,1.3,KZ,1708310850
296,kandry,54.5667,54.1167,-9.84,74,100,8.46,RU,1708310850
297,pisco,-13.7,-76.2167,24.03,78,0,7.2,PE,1708310851
298,northam,51.0333,-4.2167,9.78,99,100,6.16,GB,1708310851
299,fale old settlement,-9.3852,-171.2468,28.43,81,99,5.78,TK,1708310852
300,mugumu,-1.85,34.7,17.25,92,98,1.25,TZ,1708310852
301,tangalle,6.024,80.7911,26.09,71,14,7.49,LK,1708310853
302,howard springs,-12.497,131.047,33.32,78,88,5.31,AU,1708310853
303,kazanskoye,55.6448,69.235,-29.2,99,58,3.44,RU,1708310854
304,savalou,7.9281,1.9756,28.59,65,0,2.45,BJ,1708310854
305,wladyslawowo,54.7909,18.4009,3.85,75,100,7.95,PL,1708310855
306,barakani,-12.1356,44.4317,27.61,78,100,3.58,KM,1708310856
307,quiberon,47.4841,-3.1196,10.19,91,2,3.58,FR,1708310856
308,assab,13.0092,42.7394,24.81,78,99,5.72,ER,1708310857
309,presidente epitacio,-21.7633,-52.1156,21.18,96,63,2.12,BR,1708310857
310,palapye,-22.546,27.1251,21.48,70,0,5.43,BW,1708310858
311,usol'ye,59.4268,56.6808,-10.11,93,100,5.78,RU,1708310858
